ID,WEEK,LOC_ID,TEAM1_ID,TEAM2_ID,TEAM1_SCORE,TEAM2_SCORE
369,6,183,183,122,24,21
370,6,192,192,117,27,17
371,6,194,194,119,28,13
372,6,25,196,25,44,22
373,7,87,87,145,24,10
374,7,1,149,1,27,20
375,7,161,161,8,38,31
376,7,33,33,170,38,20
377,7,80,3,80,48,7
378,7,53,5,53,27,24
379,7,9,9,37,54,13
380,7,11,11,68,48,24
381,7,13,13,47,50,25
382,7,14,14,199,62,3
383,7,16,16,79,27,24
384,7,78,17,78,35,25
385,7,187,19,187,34,23
386,7,22,22,62,38,20
387,7,202,23,202,33,0
388,7,130,30,130,26,23
389,7,35,35,20,24,14
390,7,42,42,108,35,7
391,7,66,66,93,25,15
392,7,83,83,50,17,6
393,7,176,86,176,21,14
394,7,52,89,52,24,23
395,7,90,90,190,27,26
396,7,91,91,95,17,10
397,7,97,97,71,42,28
398,7,101,101,21,21,20
399,7,59,102,59,41,26
400,7,141,109,141,44,7
401,7,111,111,65,39,37
402,7,122,122,98,34,7
403,7,125,125,2,27,20
404,7,195,135,195,45,24
405,7,196,136,196,52,24
406,7,137,137,96,43,40
407,7,179,143,179,27,21
408,7,38,150,38,34,27
409,7,10,153,10,52,7
410,7,39,157,39,13,10
411,7,119,169,119,24,10
412,7,-999,173,132,36,20
413,7,100,174,100,41,38
414,7,175,175,77,27,17
415,7,177,177,74,42,35
416,7,61,182,61,35,28
417,7,183,183,44,36,33
418,7,178,184,178,34,20
419,7,185,185,25,37,10
420,7,186,186,166,27,21
421,7,192,192,138,19,9
422,7,204,204,127,35,6
423,7,206,206,113,38,31
424,8,201,85,201,37,20
425,8,117,94,117,27,23
426,8,87,29,87,38,35
427,8,95,2,95,24,17
428,8,3,3,10,52,0
429,8,8,8,186,35,24
430,8,9,9,195,53,24
431,8,174,14,174,45,41
432,8,202,16,202,38,17
433,8,17,17,74,71,7
434,8,19,19,110,34,17
435,8,66,22,66,47,46
436,8,23,23,91,32,3
437,8,33,33,39,41,16
438,8,-999,37,31,43,10
439,8,206,38,206,52,22
440,8,190,42,190,35,22
441,8,44,44,164,55,14
442,8,35,54,35,51,14
443,8,56,56,111,38,14
444,8,62,62,169,56,0
445,8,96,96,71,63,47
446,8,97,97,141,14,0
447,8,127,99,127,20,17
448,8,100,100,83,27,24
449,8,102,102,50,36,17
450,8,84,122,84,28,13
451,8,30,125,30,38,17
452,8,129,129,161,14,10
453,8,47,130,47,56,28
454,8,131,131,73,34,24
455,8,77,132,77,34,19
456,8,133,133,175,24,10
457,8,135,135,196,62,38
458,8,25,136,25,49,17
459,8,138,138,134,35,24
460,8,114,143,114,45,19
461,8,152,152,79,38,21
462,8,93,163,93,34,29
463,8,166,166,185,24,10
464,8,170,170,13,33,14
465,8,171,171,153,23,21
466,8,-999,176,61,24,17
467,8,198,177,198,37,27
468,8,180,180,108,45,44
469,8,113,187,113,45,10
470,8,188,188,59,31,27
471,8,194,194,90,34,10
472,8,70,204,70,56,32
473,9,11,85,11,23,7
474,9,98,98,89,51,49
475,9,101,101,80,28,22
476,9,22,22,19,37,20
477,9,3,3,171,45,10
478,9,37,8,37,44,20
479,9,14,14,52,45,10
480,9,2,16,2,42,24
481,9,77,17,77,59,14
482,9,79,23,79,41,21
483,9,29,29,39,62,17
484,9,90,35,90,40,27
485,9,65,38,65,35,28
486,9,192,42,192,13,10
487,9,54,54,119,49,17
488,9,149,56,149,35,28
489,9,190,62,190,35,25
490,9,145,66,145,49,14
491,9,73,73,127,17,10
492,9,78,78,198,35,12
493,9,83,83,57,48,16
494,9,53,84,53,23,7
495,9,86,86,61,38,10
496,9,157,87,157,34,3
497,9,94,94,194,24,21
498,9,70,97,70,42,3
499,9,99,99,109,34,23
500,9,100,100,68,59,14
501,9,108,108,138,24,21
502,9,110,111,110,27,22
503,9,114,114,0,34,29
504,9,117,117,20,34,10
505,9,164,122,164,55,14
506,9,125,125,47,59,20
507,9,1,129,1,45,10
508,9,130,130,95,41,16
509,9,131,131,137,63,14
510,9,132,132,177,38,30
511,9,74,133,74,58,27
512,9,135,135,185,42,14
513,9,143,143,178,45,7
514,9,150,150,206,51,44
515,9,102,153,102,27,24
516,9,161,161,186,19,3
517,9,163,163,170,59,49
518,9,136,166,136,20,12
519,9,175,173,175,30,7
520,9,174,174,188,56,24
521,9,-999,176,152,33,31
522,9,179,179,5,52,31
523,9,21,180,21,28,25
524,9,201,182,201,32,26
525,9,183,183,184,14,7
526,9,195,195,25,41,17
527,9,91,202,91,31,30
528,10,93,33,93,34,21
529,10,196,9,196,55,21
530,10,66,66,157,35,23
531,10,182,86,182,49,37
532,10,122,122,143,28,16
533,10,136,161,136,31,14
534,10,1,1,13,42,28
535,10,2,2,79,16,7
536,10,25,8,25,33,28
537,10,152,11,152,17,16
538,10,10,14,10,35,17
539,10,38,19,38,42,30
540,10,20,20,192,34,27
541,10,190,35,190,59,10
542,10,53,44,53,34,13
543,10,52,52,183,34,17
544,10,54,54,94,41,14
545,10,56,56,110,41,23
546,10,-999,59,50,23,20
547,10,62,62,138,21,10
548,10,78,78,74,41,7
549,10,-999,80,212,48,14
550,10,85,85,114,49,35
551,10,89,89,164,61,13
552,10,97,97,96,29,6
553,10,5,98,5,24,21
554,10,71,99,71,42,39
555,10,102,102,171,31,3
556,10,109,109,127,27,24
557,10,119,117,119,27,19
558,10,91,125,91,63,19
559,10,129,129,108,38,34
560,10,141,131,141,56,0
561,10,177,133,177,52,34
562,10,137,137,70,24,17
563,10,145,145,170,23,20
564,10,149,149,113,35,30
565,10,111,150,111,34,24
566,10,153,153,101,34,16
567,10,169,169,194,13,0
568,10,173,173,77,35,13
569,10,174,174,178,57,7
570,10,68,176,68,37,21
571,10,184,179,184,34,15
572,10,180,180,47,55,16
573,10,185,185,37,45,23
574,10,187,187,65,47,10
575,10,175,198,175,30,27
576,10,61,201,61,44,28
577,10,73,204,73,28,9
578,11,95,21,95,45,3
579,11,23,23,130,30,3
580,11,16,16,30,44,24
581,11,17,17,132,41,12
582,11,85,85,182,41,36
583,11,166,166,135,26,20
584,11,39,87,39,31,10
585,11,113,113,1,45,37
586,11,3,3,83,38,17
587,11,186,9,186,20,19
588,11,86,11,86,42,14
589,11,171,14,171,55,23
590,11,114,20,114,48,34
591,11,29,29,66,19,14
592,11,33,33,163,28,25
593,11,38,38,110,38,17
594,11,42,42,119,38,20
595,11,44,44,184,58,24
596,11,47,47,202,35,32
597,11,194,54,194,59,3
598,11,206,56,206,48,10
599,11,59,59,7,45,6
600,11,71,71,70,52,35
601,11,141,73,141,38,14
602,11,177,78,177,49,26
603,11,84,84,164,36,13
604,11,89,89,5,56,14
605,11,93,93,172,21,6
606,11,98,98,53,48,0
607,11,99,99,137,24,10
608,11,100,100,10,34,24
609,11,80,102,80,48,17
610,11,108,108,65,42,28
611,11,96,109,96,17,13
612,11,117,117,190,45,14
613,11,122,122,178,41,7
614,11,133,133,77,42,6
615,11,68,134,68,59,38
616,11,138,138,129,28,21
617,11,150,149,150,34,30
618,11,25,161,25,62,28
619,11,90,169,90,20,3
620,11,198,173,198,47,40
621,11,174,174,101,51,41
622,11,74,175,74,21,17
623,11,179,179,183,10,7
624,11,8,185,8,31,26
625,11,111,187,111,28,24
626,11,50,188,50,34,17
627,11,94,192,94,42,24
628,11,195,195,37,59,7
629,11,13,201,13,21,17
630,11,204,204,22,27,17
631,12,21,21,130,49,0
632,12,180,180,23,51,41
633,12,79,79,95,24,6
634,12,125,125,16,48,27
635,12,35,35,62,55,31
636,12,184,89,184,45,34
637,12,185,185,195,41,31
638,12,91,2,91,14,13
639,12,101,3,101,20,7
640,12,9,9,136,30,17
641,12,11,11,176,38,21
642,12,14,14,59,43,38
643,12,-999,17,177,63,34
644,12,19,19,206,48,7
645,12,20,20,119,38,21
646,12,22,22,69,59,13
647,12,170,29,170,39,36
648,12,202,30,202,27,22
649,12,145,33,145,52,17
650,12,37,37,25,41,24
651,12,113,38,113,66,42
652,12,42,42,94,48,30
653,12,44,44,5,63,14
654,12,164,52,164,41,7
655,12,54,54,169,59,3
656,12,77,77,198,31,19
657,12,78,78,175,33,31
658,12,61,85,61,35,21
659,12,87,87,66,20,13
660,12,192,90,192,27,24
661,12,157,93,157,23,10
662,12,127,96,127,27,19
663,12,109,97,109,41,28
664,12,100,100,182,51,21
665,12,108,108,152,42,14
666,12,110,110,150,38,16
667,12,138,117,138,34,27
668,12,70,131,70,60,35
669,12,132,132,74,48,10
670,12,173,133,173,38,13
671,12,135,135,186,44,21
672,12,137,137,141,45,21
673,12,143,143,84,52,14
674,12,65,149,65,28,21
675,12,153,153,50,19,14
676,12,161,161,166,20,17
677,12,163,163,39,38,21
678,12,178,178,53,33,10
679,12,188,188,80,22,6
680,12,8,196,8,24,17
681,12,204,204,71,51,3
682,13,95,23,95,44,7
683,13,130,79,130,44,13
684,13,180,125,180,35,17
685,13,29,29,145,41,17
686,13,1,111,1,41,21
687,13,5,143,5,37,34
688,13,150,108,150,58,52
689,13,3,3,32,49,0
690,13,8,8,135,42,16
691,13,185,9,185,38,33
692,13,11,11,61,35,33
693,13,90,20,90,29,26
694,13,47,21,47,58,7
695,13,30,30,91,37,0
696,13,66,33,66,24,17
697,13,35,35,34,52,6
698,13,170,39,170,28,21
699,13,194,42,194,28,21
700,13,119,44,119,42,28
701,13,52,52,114,55,10
702,13,54,54,68,80,14
703,13,56,56,113,69,28
704,13,59,59,80,59,17
705,13,50,60,50,26,20
706,13,62,62,4,66,7
707,13,141,70,141,20,16
708,13,73,73,96,24,21
709,13,74,74,77,34,0
710,13,83,83,174,34,10
711,13,87,87,93,24,17
712,13,53,89,53,48,10
713,13,94,94,190,45,26
714,13,127,97,127,30,6
715,13,164,98,164,42,21
716,13,10,101,10,24,17
717,13,100,102,100,24,10
718,13,137,109,137,23,20
719,13,117,117,134,80,20
720,13,129,129,22,23,13
721,13,131,131,71,42,14
722,13,78,132,78,41,31
723,13,133,133,17,49,17
724,13,169,138,169,17,16
725,13,149,149,19,34,31
726,13,152,152,86,36,14
727,13,-999,153,213,70,10
728,13,37,161,37,47,29
729,13,157,163,157,16,6
730,13,166,166,25,63,13
731,13,122,179,122,21,13
732,13,183,183,178,45,3
733,13,84,184,84,24,14
734,13,187,187,38,13,0
735,13,171,188,171,14,10
736,13,136,195,136,69,27
737,13,196,196,186,49,37
738,13,176,201,176,38,7
739,13,99,204,99,20,7
740,13,206,206,65,59,56
741,14,125,125,202,33,14
742,14,101,101,100,17,10
743,14,173,173,177,41,16
744,14,2,2,180,31,29
745,14,16,16,95,55,14
746,14,23,21,23,24,7
747,14,29,29,157,23,20
748,14,30,30,47,42,10
749,14,52,52,53,21,6
750,14,66,66,163,34,0
751,14,109,73,109,38,17
752,14,83,83,10,31,27
753,14,89,89,44,59,28
754,14,138,94,138,41,31
755,14,130,130,91,51,23
756,14,135,135,136,36,35
757,14,150,150,56,62,52
758,14,182,182,176,42,28
759,14,195,195,196,27,17
760,14,9,9,8,58,21
761,14,14,14,3,34,28
762,14,175,17,175,41,38
763,14,19,19,113,45,17
764,14,110,22,110,28,23
765,14,38,38,1,58,13
766,14,39,39,145,28,17
767,14,117,42,117,27,25
768,14,50,54,50,37,7
769,14,62,59,62,41,34
770,14,65,65,13,49,42
771,14,71,71,141,56,36
772,14,198,74,198,52,44
773,14,77,78,77,31,10
774,14,85,86,85,31,28
775,14,119,90,119,41,21
776,14,97,97,99,14,3
777,14,98,98,178,48,17
778,14,102,102,174,28,21
779,14,111,111,149,45,19
780,14,114,114,68,24,16
781,14,184,122,184,42,10
782,14,70,127,70,37,34
783,14,96,131,96,42,41
784,14,204,137,204,31,24
785,14,143,143,183,17,13
786,14,-999,152,61,38,17
787,14,153,153,35,31,17
788,14,5,164,5,62,27
789,14,166,166,129,27,20
790,14,169,169,20,34,31
791,14,93,170,93,41,21
792,14,80,171,80,27,14
793,14,179,179,84,30,10
794,14,161,185,161,35,14
795,14,186,186,37,24,17
796,14,187,187,206,35,7
797,14,188,188,194,23,21
798,14,190,192,190,16,6
799,14,201,201,11,34,31
800,15,33,87,33,31,24
801,15,-999,21,125,47,27
802,15,-999,14,102,59,42
803,15,17,17,173,30,10
804,15,163,29,163,17,13
805,15,39,39,93,45,10
806,15,-999,54,42,45,7
807,15,-999,56,187,24,17
808,15,-999,97,131,34,24
809,15,133,132,133,33,24
810,15,-999,143,89,41,24
811,15,145,145,157,31,6
812,15,152,152,85,30,8
813,15,-999,166,9,38,14
814,16,-999,108,13,34,7
815,17,-999,38,196,48,45
816,17,-999,85,183,24,21
817,17,-999,149,23,49,24
818,17,-999,161,56,45,20
819,17,-999,44,130,37,20
820,18,-999,136,19,38,23
821,18,-999,138,21,30,27
822,18,-999,187,125,21,14
823,18,-999,89,90,31,20
824,18,-999,169,99,21,17
825,18,-999,195,22,31,16
826,18,-999,78,96,31,14
827,18,-999,87,94,36,9
828,18,-999,117,33,39,17
829,18,-999,129,145,29,16
830,19,-999,100,62,25,17
831,19,-999,108,98,24,6
832,19,-999,135,173,30,7
833,19,-999,177,9,37,23
834,20,-999,8,20,42,19
835,20,-999,101,143,44,7
836,20,-999,174,42,52,48
837,20,-999,185,192,42,12
838,20,-999,29,17,52,42
839,20,-999,83,73,21,14
840,20,-999,97,166,24,20
841,20,-999,109,59,24,19
842,20,-999,122,111,36,14
843,20,-999,153,204,34,24
844,20,-999,132,3,45,31
845,20,-999,35,131,40,35
846,20,-999,102,133,41,31
847,20,-999,188,66,41,24
848,20,-999,11,16,23,20
849,20,-999,54,14,34,31
